family,hp,hp_col,n_models_total_family,n_models_used,n_groups,mean_ratio,median_ratio,p90_ratio,ratio_of_sums,dataset,seed,pool_type,subset
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.06757356064512052,0.0472248593410705,0.14133012575154313,0.04215198134366137,german,6,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.24361914767771506,0.24613873215775986,0.4535765983819457,0.25720642772822117,german,6,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.17722294651143564,0.16455792963913585,0.29181067937799277,0.1732454683027644,german,6,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.08045363069940194,0.05765733297921242,0.19407126618960277,0.08371294178022645,german,6,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.05359941262360212,0.028942396969146734,0.14670886538024996,0.05841239442977893,german,6,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.17599089181437916,0.13095912238451646,0.4129110743489475,0.19365375240055352,german,6,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.13065900064446415,0.10632100584761181,0.2868983543307315,0.1409366404345387,german,6,Rashomon,non_HH
RF,max_features,hp_max_features,25,25,2,0.12377321723471214,0.06828790819761184,0.32254753700267014,0.12628026498648642,german,6,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,17,3,0.12579290954176653,0.09734657599725677,0.2661766621398064,0.12405477929054394,german,6,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.08060122396214509,0.05148265678546005,0.1831129563598204,0.07528431164241207,german,6,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,9,0.6622250269985271,0.7094183883575882,0.9503012704522785,0.6723204974813243,german,6,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.14866456495276573,0.06763885473639657,0.457647952958298,0.1746829476942883,german,6,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.037332277949172106,0.023121778709051802,0.08965790614870527,0.045684556569110996,german,6,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.2832333991304844,0.2710715030941624,0.46073972433396715,0.30286906673328473,german,7,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.1483403855657798,0.09246429666392446,0.3230661611251726,0.16990716114622526,german,7,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.11355617324084678,0.06507205646824807,0.278014524712146,0.12662104720250414,german,7,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.06926623646238717,0.05414854524095311,0.1348572374009476,0.07223983794060793,german,7,Rashomon,all
LogReg,C,hp_C,25,25,11,0.9094050581126066,0.9492197827811873,0.986274367303396,0.9381915345807389,german,7,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.08268501632621332,0.06866702588657919,0.1246065102969197,0.06794477854476344,german,7,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.3264965595775983,0.3483430462709626,0.58931977063368,0.3052147887720966,german,7,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.10641811412563758,0.07991541353143455,0.23201615404669731,0.12165210915880403,german,7,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.07247556121061907,0.057106000485816114,0.15352271235132742,0.06869645994247858,german,7,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.05176366462503466,0.02818323797353059,0.14091715304842387,0.04799132581865162,german,7,Rashomon,all
RF,max_depth,hp_max_depth,25,21,4,0.22347618842677983,0.19902753750577304,0.3953914316832599,0.21179937352734257,german,7,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.130491721763744,0.10168158534113653,0.29963653027926684,0.12383169185242386,german,7,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.08816238873605084,0.07927498296602067,0.1787527488983995,0.09479144905385391,german,7,Rashomon,all
RF,max_features,hp_max_features,25,15,2,0.0884155176414698,0.054690297674106325,0.22237547203169863,0.0845378319912813,german,7,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.06044991487474483,0.04869363512018706,0.12868776762396328,0.05077961978981259,german,7,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,9,0.6252011494527401,0.6592929649977716,0.9174426586212604,0.6086090820588141,german,7,Rashomon,all
kNN,p,hp_p,25,25,2,0.17809115617256666,0.11689253732460247,0.4466440284872346,0.21331494220751224,german,7,Rashomon,all
kNN,weights,hp_weights,25,25,2,0.01537108228200966,0.004702052652355938,0.025550459133428394,0.027122403416097906,german,7,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.2837424927020602,0.272558478554568,0.46079640326780347,0.30455170479485083,german,7,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.14862428118542978,0.09308343607240972,0.3235413895741158,0.1709931902152747,german,7,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.11390158038712289,0.06507434896621823,0.2782810337016547,0.1277590931990079,german,7,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.06921734316354244,0.052637893943151125,0.1348936693634153,0.07214584353602228,german,7,Rashomon,non_HH
LogReg,C,hp_C,25,25,11,0.9093358049595877,0.9505908532167362,0.986303318103793,0.9382933511436593,german,7,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.08244979180461522,0.06864655338320078,0.12265089684152522,0.06752713377955966,german,7,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.32759446787865576,0.350483204782818,0.5899300438437133,0.3073041383558613,german,7,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.10601511956997133,0.07989806285204433,0.23300602890967048,0.12096383938088952,german,7,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.07206414470126386,0.05709840529113065,0.15077389874879457,0.06778899008714867,german,7,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.0520159356804162,0.02876355738030412,0.14095779750661866,0.048483246170711126,german,7,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,21,4,0.22384355936878048,0.19931051780219736,0.39583372552797835,0.21218671785002446,german,7,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.13109963136757521,0.1033633925220165,0.29993569867169656,0.12451822758088649,german,7,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.08834466996434155,0.07947832857375961,0.1787730319057114,0.09504911184388204,german,7,Rashomon,non_HH
RF,max_features,hp_max_features,25,15,2,0.08803230284389894,0.05457010597985135,0.2225422903896315,0.08354326743372789,german,7,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.06070243607139862,0.048719740789374466,0.1288662514496927,0.05102333973141724,german,7,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,9,0.6278431621932935,0.6596130254045164,0.9174485818174017,0.6157007587091422,german,7,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.1773844779065489,0.11638810538101357,0.44804432280136897,0.21184686324352017,german,7,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.015448322294329582,0.004781702600485018,0.025682564228302954,0.027500158636561245,german,7,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.3381658260501581,0.35608960665387074,0.5679373101674872,0.33137768056698735,german,8,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.2182978631806546,0.2013785139694484,0.38911046348776424,0.22247356373686789,german,8,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.09451854637863633,0.08132038143661482,0.18790856657082927,0.08833401978788419,german,8,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.07499009939120378,0.046932799894146934,0.18457119787941978,0.08461007542915859,german,8,Rashomon,all
LogReg,C,hp_C,25,25,11,0.9813474124272749,0.9965444784752606,0.9996208545580507,0.9935578402832714,german,8,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.16553553905668061,0.16198773360531343,0.20725721735322344,0.16136295906064546,german,8,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.2808008868213181,0.29038568029845696,0.4633150440150905,0.2670739307982778,german,8,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,2,0.1385551330724018,0.11447782624401284,0.3132625033417411,0.13457929586792297,german,8,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.12270159424423092,0.11677208525457734,0.2084291868560672,0.12411420079172415,german,8,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.04339245212972896,0.0180489891254595,0.11770766412632315,0.04706480827057596,german,8,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.19255659241396259,0.19965169744702016,0.3615035498714396,0.21337997754606733,german,8,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.16868223275369382,0.14206982127062684,0.35370477192661864,0.1648453586539817,german,8,Rashomon,all
RF,max_features,hp_max_features,25,14,2,0.12466743686987859,0.07724361022121407,0.32672023601005984,0.12303808543079221,german,8,Rashomon,all
RF,max_depth,hp_max_depth,25,17,4,0.11475441465272027,0.08282497671509588,0.23391456889861614,0.08508598858095273,german,8,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.08264096583487798,0.07006334006295403,0.1623482622834957,0.07965690771287957,german,8,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,9,0.6432215239580543,0.669557732191902,0.9292249708683211,0.6154959690059482,german,8,Rashomon,all
kNN,p,hp_p,25,25,2,0.21733353801925973,0.12844532845744117,0.600372971199026,0.2601736149021591,german,8,Rashomon,all
kNN,weights,hp_weights,25,25,2,0.014979212329524882,0.00455924544716765,0.02736296740415835,0.03778973532574979,german,8,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.3401978879751422,0.357893417686792,0.5710907669834222,0.3384006206659396,german,8,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.21738353917455358,0.20070614188023891,0.3818086470271552,0.21906647630609252,german,8,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.09583201769600272,0.08177578207734551,0.18791351189280656,0.09204479518250681,german,8,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.07226714341062772,0.04568221228221978,0.1782561256870333,0.0765996131749179,german,8,Rashomon,non_HH
LogReg,C,hp_C,25,25,11,0.9813472506994192,0.9965651875463998,0.9996322188459937,0.9936046575197174,german,8,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.16624627668026337,0.16232323425019235,0.20814936090463937,0.1617025380062084,german,8,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.28121184880661726,0.2913333857316348,0.4644132716884334,0.26793869787224756,german,8,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,2,0.13654479563430166,0.1143481828154559,0.2926942856273958,0.1340494619305282,german,8,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.12190596994366049,0.11590251707125651,0.20519781468138648,0.1244254693612015,german,8,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.04118719689676648,0.016695434783188932,0.11248635790156032,0.04449371316541584,german,8,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.19246207271471139,0.19590891777073988,0.3617058705068131,0.21387893133751862,german,8,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.16883184787792183,0.142498297572252,0.35619784907978996,0.16519852709390903,german,8,Rashomon,non_HH
RF,max_features,hp_max_features,25,14,2,0.122460834690409,0.07600060472352457,0.31307940528806505,0.11842237103068415,german,8,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,17,4,0.11562717827590219,0.08294855500400926,0.23548257128737954,0.08629217111541578,german,8,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.08241912764809907,0.06935751826609346,0.16278980054926606,0.07894272596529697,german,8,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,9,0.6410264078330145,0.6666611422502821,0.9295555153849218,0.6112187310006791,german,8,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.2177678760557318,0.12314521839593255,0.6006827954346964,0.26364983178928025,german,8,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.014877733257632439,0.0044485732026527764,0.02719791168610222,0.03826252801036258,german,8,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.3524634305726791,0.35834877959013095,0.5606563903106281,0.3830305738212261,german,9,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.33975504559314473,0.37683682055193746,0.5514279606751222,0.3710751516355016,german,9,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.08607647755623812,0.07943658309096885,0.15812633418544642,0.08062143477116511,german,9,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.07221554092798718,0.037921382288240456,0.1891644076651638,0.07505025186366883,german,9,Rashomon,all
LogReg,C,hp_C,25,25,11,0.9621731584654246,0.9770558178756608,0.9952322396836716,0.97225869067886,german,9,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.07527404043558561,0.0593753030645706,0.11996403896697062,0.0585953580813048,german,9,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.37526006875660406,0.416563001400134,0.5917434171131353,0.4319448531532297,german,9,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.16334836480903928,0.1527283265272178,0.2959542454489726,0.15804734004362156,german,9,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.07577487454290634,0.06169560199593124,0.16266955855205328,0.07717577671798505,german,9,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.08679081256556537,0.06906942639942745,0.1672786426370181,0.07680725842246323,german,9,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.18074975574605184,0.15411953559159813,0.3604697336558535,0.2072979404353125,german,9,Rashomon,all
RF,max_depth,hp_max_depth,25,17,3,0.15649720721861354,0.11803341291745226,0.3297998903856093,0.14584260163488785,german,9,Rashomon,all
RF,max_features,hp_max_features,25,25,2,0.13969765404345447,0.10834017386276681,0.33429350982344047,0.1425232489362666,german,9,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.10827636845010265,0.08669931628442118,0.2294996192737607,0.10753772806541244,german,9,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.08250014824800349,0.05929131341201313,0.17781229056510633,0.08380627387898777,german,9,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,10,0.7866235875478067,0.8424809693456566,0.9711335289473018,0.7983196329868827,german,9,Rashomon,all
kNN,p,hp_p,25,25,2,0.15043081474135736,0.10153716564416257,0.35083873639291135,0.16420709039071962,german,9,Rashomon,all
kNN,weights,hp_weights,25,25,2,0.005000035198741746,0.0013995205272516154,0.012285905622192332,0.0036700816817712865,german,9,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.44116571872131677,0.43147655970284027,0.5925252362368515,0.47158662996100265,german,9,Rashomon,HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.4127734869776929,0.43833805065265774,0.5661158368859236,0.43864687580943407,german,9,Rashomon,HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.06990823453726439,0.07455750749103296,0.12003232847130488,0.07335510214536477,german,9,Rashomon,HH
GBM,subsample,hp_subsample,25,25,3,0.08564818888217846,0.015768973063262266,0.23120468066503022,0.0717418505475728,german,9,Rashomon,HH
LogReg,C,hp_C,25,25,11,0.977649284646373,0.9817147715525296,0.9899587536054762,0.9786321459708343,german,9,Rashomon,HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.06147776826644693,0.05979007574910268,0.07887262210693856,0.0588514999238705,german,9,Rashomon,HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.4468392800931665,0.49239326598593036,0.6306550778156153,0.48910152456405076,german,9,Rashomon,HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.23738962299831687,0.2241089539299026,0.35842296110551614,0.22306071010991207,german,9,Rashomon,HH
MLP,activation,hp_activation,25,25,2,0.08216087784670503,0.06483072329513284,0.15352525284077495,0.08061715852864447,german,9,Rashomon,HH
MLP,alpha,hp_alpha,25,25,4,0.06912879838602738,0.057588339151218026,0.11044718305931242,0.06524981596934686,german,9,Rashomon,HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.3075452314030779,0.2874335406092626,0.4627477965938329,0.3311947790795222,german,9,Rashomon,HH
RF,max_features,hp_max_features,25,25,2,0.21178352173604406,0.16415668435814107,0.3625487275048355,0.229692568066141,german,9,Rashomon,HH
RF,n_estimators,hp_n_estimators,25,25,3,0.10933134219830583,0.08477917076306177,0.1963166000585335,0.12421081353520073,german,9,Rashomon,HH
RF,max_depth,hp_max_depth,25,17,3,0.10905538347131968,0.05705320686996556,0.30610764392080175,0.09386030288375449,german,9,Rashomon,HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.09628430415911961,0.11027613942416695,0.14713214255240853,0.09263501951899863,german,9,Rashomon,HH
kNN,n_neighbors,hp_n_neighbors,25,25,10,0.8414444645202674,0.9083068637550114,0.9781038075471554,0.8613939494079598,german,9,Rashomon,HH
kNN,p,hp_p,25,25,2,0.1965282601021095,0.08581314139595499,0.41965537843636225,0.1719236427942256,german,9,Rashomon,HH
kNN,weights,hp_weights,25,25,2,0.0021031489445039898,0.0011279540698972796,0.0038156728195861355,0.002038993485969597,german,9,Rashomon,HH
GBM,max_depth,hp_max_depth,25,25,4,0.34779488909117184,0.3522486962823271,0.5492277329137941,0.3720365081709965,german,9,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.33591196973080006,0.3538337946757033,0.546074302243349,0.36268625081888384,german,9,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.08692743771513148,0.07943658309096885,0.1583638966906403,0.08152353612263406,german,9,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.07150855945671396,0.03907125585161836,0.18089267605851192,0.07546098358380161,german,9,Rashomon,non_HH
LogReg,C,hp_C,25,25,11,0.9613586255085326,0.976664273863699,0.995303916140219,0.971791721622054,german,9,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.07600016002343501,0.0593753030645706,0.1232568602932189,0.058576591131643756,german,9,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.37149274184415343,0.4124326906799495,0.5851277387190787,0.42664530434624814,german,9,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.1594514564832878,0.14673969583440555,0.29185727987265486,0.15201932057943296,german,9,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.08772039225922523,0.07003458814800526,0.16743440729993014,0.07787886089427158,german,9,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.0754387691058643,0.06169560199593124,0.16266955855205328,0.07685669286619876,german,9,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.17407630965883994,0.15031000761165147,0.3540393342997778,0.1952047035040477,german,9,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,17,3,0.15899414531057637,0.12214300546298393,0.3297998903856093,0.15069386124090903,german,9,Rashomon,non_HH
RF,max_features,hp_max_features,25,25,2,0.13590366100700238,0.10156412231008008,0.32902297729734703,0.1340148863266136,german,9,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.10890752972857543,0.08468883320220541,0.2297247310839639,0.10899234133352742,german,9,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.081087980145356,0.05824490409628869,0.1699182724599036,0.07986249551863406,german,9,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,10,0.7837382782334666,0.8400470450423703,0.9704143845768297,0.7893153816488,german,9,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.14800463340658096,0.10153716564416257,0.34538619442232565,0.16310550449574454,german,9,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.005152502896333208,0.001452167075571079,0.012798895802708404,0.0039029296760568124,german,9,Rashomon,non_HH
