dataset,method,moran_mean,moran_std,hh_mean,hh_std,n_seeds
adult,cosine,0.07968664639558672,0.021786920027277706,698.4,217.70785725625774,10
adult,euclidean,0.07493317280366249,0.021908948472710636,630.3,218.41349673396,10
adult,pca_5,0.07288434726617699,0.023157064070306255,694.3,239.85599846574613,10
compas,cosine,0.2132003022433125,0.0874284177705968,149.3,73.16047809818876,10
compas,euclidean,0.2100176841125872,0.08142725359292438,129.7,71.62409588337651,10
compas,pca_5,0.2123698148563503,0.08447699279485953,140.0,73.8481926356736,10
german,cosine,0.09648896598086909,0.040516941420566915,7.9,6.436872946806806,10
german,euclidean,0.08760560437670288,0.03877525940656372,6.0,5.270462766947299,10
german,pca_5,0.05132697328832991,0.03549766355491055,4.7,5.457919831665622,10
